Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.00010301407472586926	2.2470045370403414e-07	381.85589599609375	840.3065795898438	381.8559875488281	840.3067626953125	9.1552734375e-05	1.9970029344680723e-07	1	9.1552734375e-05	1.9970029344680723e-07	1	58.0509055335097	1
8	0.0025890327635265534	5.6473529288802416e-06	381.85589599609375	840.3065795898438	381.8533935546875	840.3041381835938	0.00250244140625	5.458474687546065e-06	1	0.00250244140625	5.458474687546065e-06	1	110.8920133377425	1
7	0.39372484911055794	0.0008588161614334998	381.85589599609375	840.3065795898438	381.50396728515625	840.5918579101562	0.06536865234375	0.00014258600952102036	1	0.4068603515625	0.0008874681040776114	1	399.38344328703704	0
6	2.8565679572961526	0.006230916675696377	381.85589599609375	840.3065795898438	381.62725830078125	837.2962646484375	0.0693359375	0.00015123968890371536	1	2.71490478515625	0.005921912501871622	1	2646.638030478395	0
5	6.53731053060535	0.014259572258841028	381.85589599609375	840.3065795898438	371.5393371582031	800.4890747070312	2.940765380859375	0.006414573125804896	1	17.449737548828125	0.038062409963610086	1	6046.97744212963	0
4	9.820542709066334	0.021421154422046177	381.85589599609375	840.3065795898438	365.2554931640625	762.6104125976562	9.834136962890625	0.0214508070205888	1	24.3857421875	0.05319163762837572	1	9117.301660604056	0
3	13.334547671514844	0.029086111967717564	381.85589599609375	840.3065795898438	375.2059020996094	733.5360107421875	21.5484619140625	0.0470027924009302	1	14.435333251953125	0.031487211235109475	1	12824.466297123015	0
2	17.1567857580084	0.037423406016957435	381.85589599609375	840.3065795898438	391.8962097167969	709.3616333007812	36.324432373046875	0.07923302186119076	1	15.85589599609375	0.03458582755499462	1	17375.772703373015	0
1	30.575857587937115	0.06669388712835841	381.85589599609375	840.3065795898438	479.2769775390625	613.4185791015625	126.2232666015625	0.27532572950688144	1	42.51019287109375	0.09272577218792429	1	55189.719747574956	0
0	33.53761160292954	0.07315424191676499	381.85589599609375	840.3065795898438	549.9085083007812	549.9085083007812	168.0526123046875	0.3665663971792063	1	33.53761160292954	0.07315424191676499	3628800	103308.39883377425	1
