Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.00012038833880550646	2.597639905916996e-07	370.5733642578125	834.026123046875	370.573486328125	834.0262451171875	0.0001220703125	2.6339321418002207e-07	1	0.0001220703125	2.6339321418002207e-07	1	31.877036485890653	1
8	0.003085538773309617	6.657720115028808e-06	370.5733642578125	834.026123046875	370.5765686035156	834.0293579101562	0.003204345703125	6.914071872225579e-06	1	0.003204345703125	6.914071872225579e-06	1	161.76981371252205	1
7	0.3956306679286654	0.0008536591012161139	370.5733642578125	834.026123046875	370.3531494140625	833.2598876953125	0.22021484375	0.0004751613583807598	1	0.22021484375	0.0004751613583807598	1	367.8268540564374	1
6	2.725164343314196	0.005880134005180951	370.5733642578125	834.026123046875	366.1230163574219	821.3369750976562	1.83953857421875	0.003969204041085843	1	6.159393310546875	0.013290228952792008	1	2521.294078758818	0
5	6.149786068926413	0.013269499242201502	370.5733642578125	834.026123046875	344.3825988769531	788.6552124023438	7.09893798828125	0.015317500674032094	1	32.360687255859375	0.06982521183760612	1	5676.49772872575	0
4	9.102399979461858	0.01964040509311079	370.5733642578125	834.026123046875	343.678466796875	766.9380493164062	7.286865234375	0.015722994527262238	1	33.0648193359375	0.07134452974530003	1	8388.867704199736	0
3	12.18689549975084	0.026295874163142	370.5733642578125	834.026123046875	347.7589416503906	728.74462890625	19.611724853515625	0.04231655624525171	1	27.076385498046875	0.05842318298896715	1	11278.047764550265	0
2	15.178510925067586	0.03275093425373292	370.5733642578125	834.026123046875	377.76104736328125	714.5073852539062	57.99200439453125	0.12513034595711017	1	22.606689453125	0.048778842906855004	1	14625.152708333333	0
1	29.198987882486307	0.06300315868505363	370.5733642578125	834.026123046875	478.78436279296875	652.3619995117188	139.49697875976562	0.3009950318914514	1	47.13433837890625	0.10170257312865393	1	53543.148786100086	0
0	33.89997804582014	0.07314656606716519	370.5733642578125	834.026123046875	558.2058715820312	558.2058715820312	187.63250732421875	0.4048578903145063	1	33.89997804582014	0.07314656606716519	3628800	106056.14637097662	1
