Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
8	0.0005841789211966164	7.804661605833218e-08	96.0	7581.0	95.99909973144531	7580.99951171875	0.000579833984375	7.746613017702071e-08	8	0.0009002685546875	1.2027636001169005e-07	1	3796.64367835097	1
7	0.0005841789211966164	7.804661605833218e-08	96.0	7581.0	95.99909973144531	7580.99951171875	0.000579833984375	7.746613017702071e-08	8	0.0009002685546875	1.2027636001169005e-07	1	3796.64367835097	1
6	0.0005842060849359636	7.805024514842533e-08	96.0	7581.0	95.99909973144531	7580.99951171875	0.000583648681640625	7.797577577029058e-08	8	0.0009002685546875	1.2027636001169005e-07	1	3806.0830302028216	1
5	0.0005833968073392462	7.79421252290242e-08	96.0	7581.0	95.99925231933594	7581.0	0.000537872314453125	7.186002865105211e-08	8	0.0007476806640625	9.989053628089512e-08	1	3804.3461860670195	1
4	3.8668355407748485	0.0005166112946926986	96.0	7581.0	90.62415313720703	7581.6669921875	5.375009536743164	0.0007181041465254729	8	5.375846862792969	0.0007182160137331956	1	40141.29292328042	1
3	7.325216564131372	0.0009786528475793416	96.0	7581.0	102.23701477050781	7584.63037109375	6.237922668457031	0.0008333898020650676	8	6.2370147705078125	0.0008332685064138694	1	61622.26369047619	1
2	25.94680144959236	0.0034665065396916983	96.0	7581.0	119.94601440429688	7597.84521484375	74.66640090942383	0.009975471063383277	8	30.053985595703125	0.004015228536500083	1	89288.35893959436	0
1	136.1005011301192	0.018183099683382657	96.0	7581.0	113.46244812011719	7286.2890625	131.82763671875	0.01761224271459586	8	17.462448120117188	0.0023329924008172595	1	148671.0952794312	1
0	1034.9930952714653	0.1382756306307903	96.0	7581.0	3818.13330078125	3818.13330078125	3722.13330078125	0.4972789981003674	8	1034.9930952714653	0.1382756306307903	362880	2987.5892554012344	8
