Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
8	0.001070332737406305	2.3354412773430178e-07	4561.0	9144.0	4561.0009765625	9144.0	0.0009765625	2.130836788130046e-07	1	0.0009765625	2.130836788130046e-07	1	5841.7716655643735	1
7	0.001070332737406305	2.3354412773430178e-07	4561.0	9144.0	4561.0009765625	9144.0	0.0009765625	2.130836788130046e-07	1	0.0009765625	2.130836788130046e-07	1	5841.7716655643735	1
6	0.0010703098626784337	2.335391365215871e-07	4561.0	9144.0	4561.0009765625	9144.0	0.0009765625	2.130836788130046e-07	1	0.0009765625	2.130836788130046e-07	1	5836.438580246913	1
5	0.0010676119903618277	2.3295046702200036e-07	4561.0	9144.0	4561.0009765625	9143.9990234375	0.0009765625	2.130836788130046e-07	1	0.0009765625	2.130836788130046e-07	1	5833.989798280423	1
4	0.2430779781711585	5.303905262298898e-05	4561.0	9144.0	4560.57861328125	9144.1064453125	0.42138671875	9.194560740781148e-05	1	0.42138671875	9.194560740781148e-05	1	53847.36821814374	1
3	4.74475271638739	0.0010352940685986014	4561.0	9144.0	4562.4462890625	9147.4140625	1.4462890625	0.00031557692832205977	1	1.4462890625	0.00031557692832205977	1	140429.0040068342	1
2	16.321480498406412	0.0035613092948737534	4561.0	9144.0	4596.91064453125	9136.5087890625	35.91064453125	0.007835619579151212	1	35.91064453125	0.007835619579151212	1	144110.97755731922	1
1	104.03748269055886	0.022700738095256134	4561.0	9144.0	4448.314453125	9066.1103515625	69.53759765625	0.01517294297539821	1	149.685546875	0.032661040121099716	1	155245.0316054894	0
0	667.2630418134955	0.14559525241402912	4561.0	9144.0	7040.30029296875	7040.30029296875	2479.30029296875	0.5409775895633319	1	667.2630418134955	0.14559525241402912	362880	2388.3085124559084	1
