Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
8	0.00017361885060395094	6.198459500319563e-08	0.0	2801.0	-0.000311008479911834	2801.00048828125	0.00012414412206083867	4.4321357394087354e-08	4010	0.000311008479911834	1.1103480182500322e-07	2	1.2872905643738977	2
7	0.00017361885060395094	6.198459500319563e-08	0.0	2801.0	-0.000311008479911834	2801.00048828125	0.00012414412206083867	4.4321357394087354e-08	4010	0.000311008479911834	1.1103480182500322e-07	2	1.2872905643738977	2
6	0.00017361933675776696	6.198476856757121e-08	0.0	2801.0	-0.0003110354591626674	2801.00048828125	0.00012413769725826387	4.431906364093676e-08	4010	0.0003110354591626674	1.1104443383172703e-07	2	1.2873015873015874	2
5	0.00017375195220207742	6.203211431705727e-08	0.0	2801.0	-0.0003119860775768757	2801.00048828125	0.00012409682463202673	4.430447148590744e-08	4010	0.0003119860775768757	1.1138381919917018e-07	2	1.0948026895943563	2
4	1.0730057110044962	0.0003830795112475888	0.0	2801.0	-11.333606719970703	2801.750732421875	1.464146738196549	0.0005227228626192606	4010	11.333606719970703	0.004046271588707856	2	3833.179833553792	2
3	6.158267094480281	0.0021985958923528316	0.0	2801.0	-44.66907501220703	2802.541015625	6.970179298475496	0.002488461013379327	4010	44.66907501220703	0.015947545523815436	2	18835.177899029983	2
2	22.136253900289194	0.00790298247064948	0.0	2801.0	-321.17333984375	2797.972900390625	29.999110551189602	0.010710143002923814	4010	321.17333984375	0.11466381286817208	4	58720.67564484127	4
1	92.26254646824229	0.03293914547241781	0.0	2801.0	-316.56414794921875	2766.95068359375	126.29361261025332	0.045088758518476726	4010	316.56414794921875	0.11301826060307703	2	71936.44048170194	2
0	545.5854593805115	0.19478238464138217	0.0	2801.0	1262.4921875	1262.4921875	1262.4921875	0.4507290922884684	4010	545.5854593805115	0.19478238464138217	362880	962.1558697089947	4010
