Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
8	0.002233674118338018	2.1104252818764342e-07	6587.0	17171.0	6587.00341796875	17171.00390625	0.0037841796875	3.575377633692366e-07	4	0.00341796875	3.2293733465608464e-07	1	10683.350741291888	1
7	0.002233674118338018	2.1104252818764342e-07	6587.0	17171.0	6587.00341796875	17171.00390625	0.0037841796875	3.575377633692366e-07	4	0.00341796875	3.2293733465608464e-07	1	10683.350741291888	1
6	0.002233538215543017	2.1102968778751102e-07	6587.0	17171.0	6587.00341796875	17171.00390625	0.0037841796875	3.575377633692366e-07	4	0.00341796875	3.2293733465608464e-07	1	10688.643039021164	1
5	0.0022278006955639604	2.104875940631104e-07	6587.0	17171.0	6587.00244140625	17171.00390625	0.003173828125	2.9987038218065006e-07	4	0.00244140625	2.306695247543462e-07	2	10525.449079585538	2
4	0.002214182159047068	2.0920088426370634e-07	6587.0	17171.0	6587.00341796875	17171.00390625	0.0035400390625	3.3447081089380195e-07	4	0.00341796875	3.2293733465608464e-07	3	10066.232944775133	3
3	0.002181689280891755	2.0613088443799649e-07	6587.0	17171.0	6587.00244140625	17171.00390625	0.0032958984375	3.114038584183673e-07	4	0.00244140625	2.306695247543462e-07	1	9281.095491622575	1
2	0.020153360518198164	1.904134591666493e-06	6587.0	17171.0	6587.10302734375	17171.005859375	0.103759765625	9.803454802059712e-06	4	0.10302734375	9.734253944633409e-06	1	36931.01010802469	1
1	154.65714228123795	0.014612352823246216	6587.0	17171.0	6876.287109375	16621.630859375	406.287109375	0.03838691509589947	4	289.287109375	0.027332493327191988	1	111678.67247299383	1
0	1506.3519992404513	0.14232350710888617	6587.0	17171.0	11659.673828125	11659.673828125	5072.673828125	0.47927757257416853	4	1506.3519992404513	0.14232350710888617	362880	4575.912792107584	4
