Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0004024152066131538	1.0257843655701092e-07	153.0	4076.0	152.99908447265625	4076.0009765625	0.0003323942477236448	8.472960686302442e-08	38370	0.00091552734375	2.3337429104002038e-07	4	1113.6347867063491	4
8	0.0004024152066131538	1.0257843655701092e-07	153.0	4076.0	152.99908447265625	4076.0009765625	0.0003323942477236448	8.472960686302442e-08	38370	0.00091552734375	2.3337429104002038e-07	4	1113.6347867063491	4
7	0.00040241579530100343	1.0257858661764044e-07	153.0	4076.0	152.99908447265625	4076.0009765625	0.00033239742912350145	8.473041782398711e-08	38370	0.00091552734375	2.3337429104002038e-07	4	1113.55067680776	4
6	0.0004023275594021698	1.0255609467299765e-07	153.0	4076.0	152.99908447265625	4076.0009765625	0.00033285236930300367	8.484638524165273e-08	38370	0.00091552734375	2.3337429104002038e-07	4	1119.8711144179895	4
5	0.00040194751934609927	1.0245921981802173e-07	153.0	4076.0	152.9990234375	4076.0009765625	0.0003320434983894481	8.46401984168871e-08	38370	0.0009765625	2.489325771093551e-07	2	1108.7153549382715	2
4	7.589671231464103	0.001934660013118558	153.0	4076.0	99.53790283203125	4084.627197265625	7.322486626110818	0.0018665527978870297	38370	53.46209716796875	0.013627860608709852	4	69531.21597222223	4
3	23.19523615603304	0.0059126271108929495	153.0	4076.0	-7.0310211181640625	4169.900390625	25.42065020042501	0.006479900637375735	38370	160.03102111816406	0.04079302093249148	6	223735.87188161377	6
2	59.91459328842436	0.01527264677247626	153.0	4076.0	-176.86294555664062	3963.82373046875	71.46661277723275	0.018217336930214822	38370	329.8629455566406	0.08408436032542457	2	358198.9884804894	2
1	162.0333468291191	0.0413034276903184	153.0	4076.0	-255.03363037109375	3378.6123046875	148.90800146386746	0.03795768581796265	38370	408.03363037109375	0.10401061187129589	2	372327.2121224647	2
0	522.4095120699443	0.13316582005351627	153.0	4076.0	1681.1229248046875	1681.1229248046875	1528.1229248046875	0.3895291676789925	38370	522.4095120699443	0.13316582005351627	3628800	1355.169501212522	38370
