Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
7	9.279655558749428e-05	5.311766204206885e-08	0.0	1747.0	-0.0001220703125	1747.0003662109375	6.244778635391412e-05	3.574572773549749e-08	480	0.0001220703125	6.987424871207784e-08	6	0.0	6
6	9.279655558749428e-05	5.311766204206885e-08	0.0	1747.0	-0.0001220703125	1747.0003662109375	6.244778635391412e-05	3.574572773549749e-08	480	0.0001220703125	6.987424871207784e-08	6	0.0	6
5	9.279655558749428e-05	5.311766204206885e-08	0.0	1747.0	-0.0001220703125	1747.0003662109375	6.244778635391412e-05	3.574572773549749e-08	480	0.0001220703125	6.987424871207784e-08	6	0.0	6
4	9.28670877502078e-05	5.3158035346426906e-08	0.0	1747.0	-0.0001220703125	1747.0003662109375	6.26981258392334e-05	3.588902452159897e-08	480	0.0001220703125	6.987424871207784e-08	6	0.0	6
3	3.6230182789798295	0.0020738513331309844	0.0	1747.0	-10.22210693359375	1751.6392822265625	3.047552765905857	0.0017444492077308856	480	10.22210693359375	0.005851234650025043	6	1855.4799107142858	6
2	20.53882379340274	0.011756624953292926	0.0	1747.0	-54.45228576660156	1765.83349609375	16.779125249385835	0.009604536490776094	480	54.45228576660156	0.03116902448002379	6	2679.2708333333335	6
1	90.80396518920149	0.05197708368013823	0.0	1747.0	-115.40119934082031	1660.657470703125	87.97019112110138	0.050355003503778695	480	159.4011993408203	0.09124281587911867	6	2848.5761904761903	0
0	396.0544779459635	0.2267054825105687	0.0	1747.0	743.89892578125	743.89892578125	743.89892578125	0.4258150691363766	480	396.0544779459635	0.2267054825105687	40320	247.8205357142857	480
