Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0017288913760445945	2.3625189615258193e-07	2769.0	10087.0	2769.001953125	10086.9990234375	0.0020751953125	2.835741066548237e-07	4	0.001953125	2.668932768515988e-07	2	10505.17326747134	2
8	0.0017288913760445945	2.3625189615258193e-07	2769.0	10087.0	2769.001953125	10086.9990234375	0.0020751953125	2.835741066548237e-07	4	0.001953125	2.668932768515988e-07	2	10505.17326747134	2
7	0.0017288452229171833	2.3624558935736312e-07	2769.0	10087.0	2769.001953125	10086.9990234375	0.0020751953125	2.835741066548237e-07	4	0.001953125	2.668932768515988e-07	2	10507.051086033951	2
6	0.001729576945094625	2.363455787229605e-07	2769.0	10087.0	2769.001953125	10086.9990234375	0.0020751953125	2.835741066548237e-07	4	0.001953125	2.668932768515988e-07	2	10498.978845348325	2
5	0.0017310948851247314	2.3655300425317455e-07	2769.0	10087.0	2769.001953125	10087.0	0.0020751953125	2.835741066548237e-07	4	0.001953125	2.668932768515988e-07	2	10380.379814539241	2
4	7.650387147772249	0.0010454204902667736	2769.0	10087.0	2776.680419921875	10081.2763671875	7.80926513671875	0.0010671310654166097	4	7.680419921875	0.0010495244495593058	1	535084.8728607253	1
3	15.444970013384676	0.002110545232766422	2769.0	10087.0	2804.080322265625	10092.4052734375	40.429443359375	0.0055246574691684884	4	35.080322265625	0.004793703507191173	1	676656.8786320547	1
2	36.040013436884266	0.004924844689380195	2769.0	10087.0	2830.83642578125	10053.876953125	69.55255126953125	0.00950431146071758	4	61.83642578125	0.008449907868440831	1	800757.3533041226	1
1	157.24443216132107	0.0214873506642964	2769.0	10087.0	2928.181640625	10020.9814453125	251.6524658203125	0.034388147830050904	4	47.818359375	0.006534348097157693	1	944345.6356079144	0
0	995.4629938874422	0.13602937877663873	2769.0	10087.0	7403.4140625	7403.4140625	4634.4140625	0.6332897051790106	4	995.4629938874422	0.13602937877663873	3628800	4152.414466214726	4
