Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0018929582760657793	1.3873924626691435e-07	10046.0	23690.0	10045.9990234375	23690.005859375	0.000244140625	1.7893625403107593e-08	4	0.0009765625	7.157450161243037e-08	1	38740.1065357694	1
8	0.0018929582760657793	1.3873924626691435e-07	10046.0	23690.0	10045.9990234375	23690.005859375	0.000244140625	1.7893625403107593e-08	4	0.0009765625	7.157450161243037e-08	1	38740.1065357694	1
7	0.0018928888445388283	1.3873415747133012e-07	10046.0	23690.0	10045.9990234375	23690.005859375	0.000244140625	1.7893625403107593e-08	4	0.0009765625	7.157450161243037e-08	1	38736.03966738316	1
6	0.0018867158973868772	1.3828172804066824e-07	10046.0	23690.0	10045.9990234375	23690.005859375	0.00048828125	3.5787250806215186e-08	4	0.0009765625	7.157450161243037e-08	2	38617.905909391535	2
5	0.0018548651262986387	1.3594731210045725e-07	10046.0	23690.0	10045.9990234375	23690.00390625	0.000732421875	5.368087620932278e-08	4	0.0009765625	7.157450161243037e-08	3	37874.20405340609	3
4	0.0017736907905161485	1.29997859170049e-07	10046.0	23690.0	10045.9990234375	23690.005859375	0.000732421875	5.368087620932278e-08	4	0.0009765625	7.157450161243037e-08	3	36549.93720155423	3
3	0.0016925829260017085	1.2405327807107216e-07	10046.0	23690.0	10045.9970703125	23690.0078125	0.001708984375	1.2525537782175315e-07	4	0.0029296875	2.1472350483729113e-07	1	34637.67739555776	1
2	0.0015525492242614639	1.1378988744220638e-07	10046.0	23690.0	10045.9970703125	23690.00390625	0.001708984375	1.2525537782175315e-07	4	0.0029296875	2.1472350483729113e-07	1	29834.897094631833	1
1	161.92954633951607	0.011868187213391678	10046.0	23690.0	10634.4208984375	23005.8515625	647.22314453125	0.04743646617789871	4	588.4208984375	0.04312671492505863	1	282010.30175347225	1
0	1770.9191923444905	0.1297947223940553	10046.0	23690.0	16753.322265625	16753.322265625	6707.322265625	0.4915950062756523	4	1770.9191923444905	0.1297947223940553	3628800	6259.3311822089945	4
