Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
7	4.9112507992605134e-05	4.46883603208418e-08	0.0	1099.0	-9.918212890625e-05	1099.000244140625	2.9658344848438894e-05	2.698666501222829e-08	4416	9.918212890625e-05	9.024761501933576e-08	4	0.0	4
6	4.9112507992605134e-05	4.46883603208418e-08	0.0	1099.0	-9.918212890625e-05	1099.000244140625	2.9658344848438894e-05	2.698666501222829e-08	4416	9.918212890625e-05	9.024761501933576e-08	4	0.0	4
5	4.916105783700735e-05	4.4732536703373385e-08	0.0	1099.0	-9.918212890625e-05	1099.000244140625	2.9654375241785846e-05	2.6983052995255548e-08	4416	9.918212890625e-05	9.024761501933576e-08	4	0.0	4
4	4.912555256972661e-05	4.4700229817767615e-08	0.0	1099.0	-9.918212890625e-05	1099.000244140625	2.975498778789354e-05	2.7074602172787573e-08	4416	9.918212890625e-05	9.024761501933576e-08	2	0.0	2
3	2.337278914645255	0.0021267324064106054	0.0	1099.0	-18.691692352294922	1101.961181640625	2.6005554288166803	0.002366292473900528	4416	18.691692352294922	0.01700790932874879	6	1195.6289186507936	6
2	12.952497631427462	0.011785712130507246	0.0	1099.0	-97.14286804199219	1115.2000732421875	14.095190733434983	0.012825469275191067	4416	97.14286804199219	0.0883920546332959	12	6270.327529761905	12
1	52.40231990566152	0.04768181975037445	0.0	1099.0	-149.66099548339844	1024.9808349609375	54.436827943727806	0.04953305545380146	4416	149.66099548339844	0.1361792497574144	4	8674.077083333334	4
0	242.10896038479274	0.22029932701073043	0.0	1099.0	374.77862548828125	374.77862548828125	374.77862548828125	0.3410178575871531	4416	242.10896038479274	0.22029932701073043	40320	222.8077380952381	4416
