Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0003370697788460545	1.3079929330463893e-07	415.0	2992.0	414.99932861328125	2991.999267578125	0.0005397796630859375	2.0946048237715852e-07	96	0.00067138671875	2.605303526387272e-07	24	167.93781084656084	24
8	0.0003370697788460545	1.3079929330463893e-07	415.0	2992.0	414.99932861328125	2991.999267578125	0.0005397796630859375	2.0946048237715852e-07	96	0.00067138671875	2.605303526387272e-07	24	167.93781084656084	24
7	0.0003370697788460545	1.3079929330463893e-07	415.0	2992.0	414.99932861328125	2991.999267578125	0.0005397796630859375	2.0946048237715852e-07	96	0.00067138671875	2.605303526387272e-07	24	167.93781084656084	24
6	0.00033706064577455875	1.3079574923343375e-07	415.0	2992.0	414.99932861328125	2991.999267578125	0.000537872314453125	2.0872033932988941e-07	96	0.00067138671875	2.605303526387272e-07	24	169.1189880952381	24
5	0.000336870617336697	1.3072200905576135e-07	415.0	2992.0	414.99932861328125	2991.999267578125	0.0005359649658203125	2.0798019628262028e-07	96	0.00067138671875	2.605303526387272e-07	30	173.34591931216931	30
4	4.936763793753569	0.001915701899011862	415.0	2992.0	413.9755859375	3008.9833984375	5.966203689575195	0.0023151741131452056	96	8.0244140625	0.0031138587747380677	18	38485.8271494709	0
3	16.512572231847773	0.006407672577356529	415.0	2992.0	451.9639892578125	3025.4140625	40.056846618652344	0.015543983942045923	96	29.9639892578125	0.011627469638266394	6	59330.04230324074	0
2	33.080840503450425	0.012836957898118131	415.0	2992.0	473.07244873046875	3098.014404296875	149.95452117919922	0.05818956972417509	96	51.07244873046875	0.01981856760980549	18	62479.872094907405	0
1	94.43662887149387	0.036645956100696105	415.0	2992.0	446.1737976074219	3180.220703125	390.68975830078125	0.1516064254174549	96	238.82620239257812	0.0926760583595569	24	62533.49450231482	0
0	444.28385277803613	0.1724035129134793	415.0	2992.0	1695.666259765625	1695.666259765625	1280.666259765625	0.4969601318454113	96	444.28385277803613	0.1724035129134793	3628800	1055.7962037037037	96
