Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0017423058565331515	1.2826162076951939e-07	4937.0	18521.0	4937.0	18521.001953125	0.0	0.0	2	0.0	0.0	2	22889.39549465388	2
8	0.0017423058565331515	1.2826162076951939e-07	4937.0	18521.0	4937.0	18521.001953125	0.0	0.0	2	0.0	0.0	2	22889.39549465388	2
7	0.0017422389815934332	1.2825669770269678e-07	4937.0	18521.0	4937.0	18521.001953125	0.0	0.0	2	0.0	0.0	2	22887.04221340388	2
6	0.0017397337952198386	1.2807227585540627e-07	4937.0	18521.0	4937.0	18521.001953125	0.0	0.0	2	0.0	0.0	2	22738.49383212081	2
5	0.0017225595840911596	1.268079788052974e-07	4937.0	18521.0	4937.0	18521.001953125	0.0	0.0	2	0.0	0.0	2	22168.809204420195	2
4	2.1843655536792896	0.00016080429576555431	4937.0	18521.0	4935.7783203125	18522.224609375	1.2216796875	8.99351948984099e-05	2	1.2216796875	8.99351948984099e-05	2	724798.7633702601	2
3	5.81197337088341	0.0004278543412016645	4937.0	18521.0	4936.0283203125	18520.40234375	0.970947265625	7.147727220443169e-05	2	0.9716796875	7.153119018698468e-05	1	970702.6191826499	1
2	25.630679326940466	0.001886828572360164	4937.0	18521.0	4929.033203125	18544.2734375	7.96630859375	0.0005864479235681685	2	7.966796875	0.0005864838688898705	1	995174.4770318011	1
1	203.6920847297682	0.014995000348186705	4937.0	18521.0	5590.62353515625	18058.689453125	887.43115234375	0.0653291484351995	2	545.62353515625	0.040166632446720404	1	1045932.6947059634	0
0	1751.3394542315987	0.12892663826793277	4937.0	18521.0	11641.033203125	11641.033203125	6704.033203125	0.49352423462345407	2	1751.3394542315987	0.12892663826793277	3628800	6379.002269345238	2
