Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.001050606547629812	1.3845631887583185e-07	772.0	8360.0	771.9996337890625	8360.0029296875	0.0006917317708333334	9.116127712616412e-08	12	0.0003662109375	4.826185259620453e-08	1	9083.132242339065	1
8	0.001050606547629812	1.3845631887583185e-07	772.0	8360.0	771.9996337890625	8360.0029296875	0.0006917317708333334	9.116127712616412e-08	12	0.0003662109375	4.826185259620453e-08	1	9083.132242339065	1
7	0.001050627942228233	1.3845913840646192e-07	772.0	8360.0	771.9996337890625	8360.0029296875	0.0006917317708333334	9.116127712616412e-08	12	0.0003662109375	4.826185259620453e-08	1	9083.961904761905	1
6	0.0010504579628165646	1.384367373242705e-07	772.0	8360.0	771.9996337890625	8360.0029296875	0.0006510416666666666	8.579884905991917e-08	12	0.0003662109375	4.826185259620453e-08	1	9089.152287808642	1
5	0.0010479884004676993	1.3811128103158925e-07	772.0	8360.0	772.0001831054688	8360.0029296875	0.0006103515625	8.043642099367422e-08	12	0.00018310546875	2.4130926298102267e-08	1	9008.6636698082	1
4	9.841265410805084	0.001296951161149853	772.0	8360.0	762.27392578125	8346.662109375	9.725484212239584	0.001281692700611437	12	9.72607421875	0.0012817704558183976	1	234080.0508675044	1
3	29.287984386558467	0.0038597765401368563	772.0	8360.0	788.006591796875	8339.15234375	16.006805419921875	0.002109489380590653	12	16.006591796875	0.0021094612278433054	3	366666.2632071208	3
2	66.85614099014794	0.008810772402497093	772.0	8360.0	897.3732299804688	8471.2431640625	192.749755859375	0.02540191827350751	12	107.37322998046875	0.014150399312133468	1	667101.2122922178	0
1	249.95771953387657	0.03294118602186038	772.0	8360.0	545.2342529296875	7961.26123046875	294.2670593261719	0.03878058240988032	12	939.7657470703125	0.12384893872829632	2	791786.8222304895	0
0	1156.6425972601135	0.1524304951581594	772.0	8360.0	4353.734375	4353.734375	3581.734375	0.47202614325250397	12	1156.6425972601135	0.1524304951581594	3628800	3289.728023037919	12
