Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0012747760887078718	1.1335373365711114e-07	2834.0	14080.0	2833.99755859375	14080.0048828125	0.00225830078125	2.0080924606526765e-07	4	0.00244140625	2.1709107682731638e-07	3	20789.63262097663	3
8	0.0012747760887078718	1.1335373365711114e-07	2834.0	14080.0	2833.99755859375	14080.0048828125	0.00225830078125	2.0080924606526765e-07	4	0.00244140625	2.1709107682731638e-07	3	20789.63262097663	3
7	0.0012747353851479829	1.1335011427600772e-07	2834.0	14080.0	2833.99755859375	14080.0048828125	0.00225830078125	2.0080924606526765e-07	4	0.00244140625	2.1709107682731638e-07	3	20791.130079089507	3
6	0.0012743432854008213	1.133152485684529e-07	2834.0	14080.0	2833.99755859375	14080.0029296875	0.00225830078125	2.0080924606526765e-07	4	0.00244140625	2.1709107682731638e-07	3	20777.743104883157	3
5	0.0012721754339847194	1.1312248212561972e-07	2834.0	14080.0	2833.997314453125	14080.0048828125	0.0023193359375	2.0623652298595057e-07	4	0.002685546875	2.38800184510048e-07	1	20399.701368772046	1
4	2.512341672503759	0.00022339869042359585	2834.0	14080.0	2829.904541015625	14083.1875	4.09515380859375	0.00036414314499321984	4	4.095458984375	0.0003641702813778232	1	701015.5546643519	1
3	11.385175776473218	0.001012375580337295	2834.0	14080.0	2826.775390625	14070.0380859375	5.5517578125	0.0004936651087053174	4	7.224609375	0.0006424159145473947	3	780567.0810532407	3
2	31.582769187981068	0.0028083557876561506	2834.0	14080.0	2624.782958984375	14085.0068359375	125.04833984375	0.01111936153687978	4	209.217041015625	0.018603684956039927	2	890835.5795709325	2
1	184.17799835305996	0.016377200636053704	2834.0	14080.0	2800.099365234375	13571.4326171875	219.83270263671875	0.01954763494902354	4	161.900634765625	0.014396286214265072	1	1053455.828902392	0
0	1429.2733051559744	0.12709170417534896	2834.0	14080.0	8981.625	8981.625	6147.625	0.5466499199715454	4	1429.2733051559744	0.12709170417534896	3628800	5698.6226488095235	4
