Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0014182445653952408	2.0312869742126049e-07	4980.0	11962.0	4980.001953125	11962.001953125	0.001953125	2.7973718132340304e-07	1	0.001953125	2.7973718132340304e-07	1	13352.093387070106	1
8	0.0014182445653952408	2.0312869742126049e-07	4980.0	11962.0	4980.001953125	11962.001953125	0.001953125	2.7973718132340304e-07	1	0.001953125	2.7973718132340304e-07	1	13352.093387070106	1
7	0.0014182490057835925	2.031293333978219e-07	4980.0	11962.0	4980.001953125	11962.0009765625	0.001953125	2.7973718132340304e-07	1	0.001953125	2.7973718132340304e-07	1	13350.17885361552	1
6	0.0014180269863660164	2.0309753456975313e-07	4980.0	11962.0	4980.001953125	11962.0009765625	0.001953125	2.7973718132340304e-07	1	0.001953125	2.7973718132340304e-07	1	13286.037425319664	1
5	0.00141197702451568	2.0223102614088802e-07	4980.0	11962.0	4980.00146484375	11962.001953125	0.00146484375	2.0980288599255228e-07	1	0.00146484375	2.0980288599255228e-07	1	13041.622734237213	1
4	2.1621468117796345	0.0003096744216241241	4980.0	11962.0	4981.7568359375	11964.7421875	1.7568359375	0.000251623594600401	1	1.7568359375	0.000251623594600401	1	701249.1315051807	1
3	7.203756357425104	0.0010317611511637215	4980.0	11962.0	4985.6845703125	11949.2216796875	5.6845703125	0.0008141750662417646	1	5.6845703125	0.0008141750662417646	1	767671.4266043871	1
2	20.851816650202245	0.00298651054858239	4980.0	11962.0	5003.84765625	11940.046875	23.84765625	0.003415590983958751	1	23.84765625	0.003415590983958751	1	824765.6047913911	1
1	143.68210474421318	0.020578932217733197	4980.0	11962.0	4717.43017578125	12177.26171875	31.37109375	0.004493138606416499	1	299.56982421875	0.042906018937088224	1	898660.2325383046	0
0	1014.9106974041651	0.1453610279868469	4980.0	11962.0	8934.4326171875	8934.4326171875	3954.4326171875	0.5663753390414638	1	1014.9106974041651	0.1453610279868469	3628800	3841.4334124228394	1
