Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.002040239095267375	1.6583265018835853e-07	4696.0	16999.0	4696.001953125	16999.001953125	0.001953125	1.5875193042347394e-07	1	0.001953125	1.5875193042347394e-07	1	25300.92866098986	1
8	0.002040239095267375	1.6583265018835853e-07	4696.0	16999.0	4696.001953125	16999.001953125	0.001953125	1.5875193042347394e-07	1	0.001953125	1.5875193042347394e-07	1	25300.92866098986	1
7	0.002040152844087577	1.658256396072159e-07	4696.0	16999.0	4696.001953125	16999.001953125	0.001953125	1.5875193042347394e-07	1	0.001953125	1.5875193042347394e-07	1	25309.31978174603	1
6	0.0020391378789561976	1.6574314223816935e-07	4696.0	16999.0	4696.001953125	16999.001953125	0.001953125	1.5875193042347394e-07	1	0.001953125	1.5875193042347394e-07	1	25286.789265597443	1
5	0.0020254359169611857	1.646294332245132e-07	4696.0	16999.0	4696.00146484375	16999.001953125	0.00146484375	1.1906394781760547e-07	1	0.00146484375	1.1906394781760547e-07	1	24855.105083223105	1
4	1.8520634425464342	0.00015053754714674746	4696.0	16999.0	4686.1728515625	16996.71875	9.8271484375	0.0007987603379257091	1	9.8271484375	0.0007987603379257091	1	676909.2776107804	1
3	8.222678975638468	0.0006683474742451814	4696.0	16999.0	4655.42333984375	16997.36328125	40.57666015625	0.0032981110425302773	1	40.57666015625	0.0032981110425302773	1	934369.7504163911	1
2	28.696053925098777	0.002332443625546515	4696.0	16999.0	4619.75048828125	17028.208984375	40.31787109375	0.0032770764117491667	1	339.24951171875	0.027574535618853126	1	1003133.8332503858	0
1	218.56287294431547	0.017765006335391	4696.0	16999.0	4594.00830078125	16709.974609375	535.84814453125	0.043554266807384376	1	391.99169921875	0.031861472748008615	1	1112523.323281801	0
0	1795.2924800134083	0.14592314720095978	4696.0	16999.0	10732.095703125	10732.095703125	6036.095703125	0.4906198246870682	1	1795.2924800134083	0.14592314720095978	3628800	5896.097494212963	1
