Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0020042327934682263	1.661058174596574e-07	6224.0	18290.0	6224.0009765625	18290.0	0.0009765625	8.093506547323057e-08	1	0.0009765625	8.093506547323057e-08	1	25612.17312307099	1
8	0.0020042327934682263	1.661058174596574e-07	6224.0	18290.0	6224.0009765625	18290.0	0.0009765625	8.093506547323057e-08	1	0.0009765625	8.093506547323057e-08	1	25612.17312307099	1
7	0.002004162285483493	1.6609997393365598e-07	6224.0	18290.0	6224.0009765625	18290.0	0.0009765625	8.093506547323057e-08	1	0.0009765625	8.093506547323057e-08	1	25605.800650628305	1
6	0.0020018729288952273	1.659102377668844e-07	6224.0	18290.0	6224.0009765625	18290.0	0.0009765625	8.093506547323057e-08	1	0.0009765625	8.093506547323057e-08	1	25517.2259416336	1
5	0.0019835097701461227	1.643883449482946e-07	6224.0	18290.0	6224.0009765625	18290.0	0.0009765625	8.093506547323057e-08	1	0.0009765625	8.093506547323057e-08	1	24899.097972608026	1
4	1.4309468160693186	0.00011859330482921586	6224.0	18290.0	6236.572265625	18288.19140625	12.572265625	0.0010419580329023702	1	12.572265625	0.0010419580329023702	1	422051.8358581349	1
3	6.404650623785756	0.0005308014771909295	6224.0	18290.0	6218.099609375	18293.9375	30.7529296875	0.0025487261468175038	1	38.900390625	0.0032239673980606664	1	991967.0145866402	0
2	23.474208162903157	0.0019454838523871338	6224.0	18290.0	6092.263671875	18302.796875	71.43359375	0.00592023816923587	1	164.736328125	0.013652936194679263	1	1036784.5073431989	0
1	217.34995524855518	0.01801342244725304	6224.0	18290.0	6135.57421875	18064.478515625	679.4033203125	0.05630725346531577	1	284.42578125	0.02357249968920935	1	1087135.5623352071	0
0	1767.5976514769861	0.1464940868122813	6224.0	18290.0	11906.458984375	11906.458984375	5682.458984375	0.470948034508122	1	1767.5976514769861	0.1464940868122813	3628800	5576.456646549824	1
