Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.00043042014958363	9.356959773557174e-08	0.0	4600.0	-0.00067138671875	4600.00146484375	0.00025426119681994775	5.527417322172777e-08	8520	0.00067138671875	1.4595363451086956e-07	6	1348.5533151455027	6
8	0.00043042014958363	9.356959773557174e-08	0.0	4600.0	-0.00067138671875	4600.00146484375	0.00025426119681994775	5.527417322172777e-08	8520	0.00067138671875	1.4595363451086956e-07	6	1348.5533151455027	6
7	0.00043042014958363	9.356959773557174e-08	0.0	4600.0	-0.00067138671875	4600.00146484375	0.00025426119681994775	5.527417322172777e-08	8520	0.00067138671875	1.4595363451086956e-07	6	1348.5533151455027	6
6	0.0004302662317477674	9.353613733647118e-08	0.0	4600.0	-0.00067138671875	4600.00146484375	0.00025415815766407346	5.525177340523336e-08	8520	0.00067138671875	1.4595363451086956e-07	6	1350.7292080026455	6
5	0.0004301742647812516	9.351614451766339e-08	0.0	4600.0	-0.000640869140625	4600.00146484375	0.00025579451690073	5.560750367407174e-08	8520	0.000640869140625	1.3931937839673914e-07	12	1352.223685515873	12
4	4.63257621505469	0.0010070817858814543	0.0	4600.0	-24.071792602539062	4608.39599609375	2.6471668782316042	0.0005754710604851314	8520	24.071792602539062	0.005232998391856318	6	52285.7516683201	6
3	10.640030949385011	0.002313050206388046	0.0	4600.0	-95.4494857788086	4610.765625	12.942715544269328	0.002813633813971593	8520	155.4494857788086	0.033793366473654045	6	150353.41791170635	0
2	27.365340920150793	0.00594898715655452	0.0	4600.0	-238.90390014648438	4660.6875	30.47314511537552	0.0066245967642120695	8520	298.9039001464844	0.0649791087274966	6	253568.5438343254	0
1	145.91423189046117	0.031720485193578514	0.0	4600.0	-453.3953857421875	4861.65087890625	224.09633515955696	0.048716594599903684	8520	513.3953857421875	0.11160769255264946	6	257059.0158746693	0
0	890.1817755926223	0.193517777302744	0.0	4600.0	1889.827392578125	1889.827392578125	1889.827392578125	0.41083204186480976	8520	890.1817755926223	0.193517777302744	3628800	1792.9293716931218	8520
