Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
7	0.0002492191772612314	6.293413567202813e-08	4.0	3964.0	3.999784469604492	3964.000732421875	0.0001695109348671109	4.2805791633108817e-08	102	0.0002155303955078125	5.4426867552477904e-08	1	69.37554563492064	1
6	0.0002492191772612314	6.293413567202813e-08	4.0	3964.0	3.999784469604492	3964.000732421875	0.0001695109348671109	4.2805791633108817e-08	102	0.0002155303955078125	5.4426867552477904e-08	1	69.37554563492064	1
5	0.00024924006253953965	6.293940973220698e-08	4.0	3964.0	3.9997806549072266	3964.000732421875	0.0001698755750469133	4.2897872486594266e-08	102	0.0002193450927734375	5.539017494278725e-08	1	68.82864583333334	1
4	0.0002474430061521984	6.248560761419152e-08	4.0	3964.0	3.999786376953125	3964.000732421875	0.00017212886436312807	4.346688494018386e-08	102	0.000213623046875	5.3945213857323236e-08	2	68.38717757936507	2
3	13.360812510739244	0.003373942553216981	4.0	3964.0	-41.91963195800781	3979.552734375	10.841115100710999	0.0027376553284623735	102	76.91963195800781	0.019424149484345406	2	3020.396403769841	0
2	50.25728296400713	0.012691233071718972	4.0	3964.0	-300.42864990234375	3998.1337890625	46.746229704688574	0.011804603460779942	102	411.42864990234375	0.10389612371271306	2	8202.387524801587	0
1	207.71300720622142	0.05245277959753066	4.0	3964.0	-707.7975463867188	3949.346435546875	201.15725186291863	0.05079728582396935	102	818.7975463867188	0.20676705716836333	1	15366.58043154762	0
0	843.1084172082326	0.2129061659616749	4.0	3964.0	1560.650146484375	1560.650146484375	1556.650146484375	0.3930934713344381	102	843.1084172082326	0.2129061659616749	40320	869.0946924603174	102
