Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0033956508199163636	3.7384683693893686e-07	13531.0	22614.0	13531.00390625	22614.00390625	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	27700.1633614418	1
8	0.0033956508199163636	3.7384683693893686e-07	13531.0	22614.0	13531.00390625	22614.00390625	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	27700.1633614418	1
7	0.0033960894764626048	3.7389513117500876e-07	13531.0	22614.0	13531.00390625	22614.00390625	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	27709.01016148589	1
6	0.003404358825145365	3.7480555159587853e-07	13531.0	22614.0	13531.0029296875	22614.00390625	0.0029296875	3.2254624022899923e-07	1	0.0029296875	3.2254624022899923e-07	1	27630.02645805776	1
5	0.0034202817886594744	3.765586027369233e-07	13531.0	22614.0	13531.00390625	22614.00390625	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	27122.195906635803	1
4	0.003406330088458995	3.750225793745453e-07	13531.0	22614.0	13531.00390625	22614.005859375	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	26057.45388310185	1
3	0.0033300576723021384	3.6662530797117014e-07	13531.0	22614.0	13531.00390625	22614.005859375	0.00390625	4.3006165363866564e-07	1	0.00390625	4.3006165363866564e-07	1	23983.885842427248	1
2	0.8897031078304983	9.79525605890673e-05	13531.0	22614.0	13536.59765625	22614.36328125	5.59765625	0.0006162783496642079	1	5.59765625	0.0006162783496642079	1	119848.00653604498	1
1	124.42093317694555	0.01369822010095184	13531.0	22614.0	13674.498046875	22431.15625	143.498046875	0.0157985298772432	1	143.498046875	0.0157985298772432	1	586448.9305745701	1
0	1283.9818593924385	0.14136098859324436	13531.0	22614.0	18120.025390625	18120.025390625	4589.025390625	0.5052323451089948	1	1283.9818593924385	0.14136098859324436	3628800	4463.0225622795415	1
