Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0027819738102127425	4.016710670246524e-07	8233.0	15159.0	8233.0029296875	15159.0048828125	0.0029296875	4.229984839734334e-07	1	0.0029296875	4.229984839734334e-07	1	13781.158215112433	1
8	0.0027819738102127425	4.016710670246524e-07	8233.0	15159.0	8233.0029296875	15159.0048828125	0.0029296875	4.229984839734334e-07	1	0.0029296875	4.229984839734334e-07	1	13781.158215112433	1
7	0.0027822676831872795	4.017134974281374e-07	8233.0	15159.0	8233.0029296875	15159.0048828125	0.0029296875	4.229984839734334e-07	1	0.0029296875	4.229984839734334e-07	1	13781.863440806877	1
6	0.0027869427393353175	4.023884983158125e-07	8233.0	15159.0	8233.0029296875	15159.0048828125	0.0029296875	4.229984839734334e-07	1	0.0029296875	4.229984839734334e-07	1	13749.935829750882	1
5	0.002802697775435406	4.046632652953228e-07	8233.0	15159.0	8233.0029296875	15159.00390625	0.0029296875	4.229984839734334e-07	1	0.0029296875	4.229984839734334e-07	1	13483.54599013448	1
4	0.002810025223558752	4.0572122777342654e-07	8233.0	15159.0	8233.00390625	15159.0048828125	0.00390625	5.639979786312446e-07	1	0.00390625	5.639979786312446e-07	1	12850.690176366843	1
3	1.0013623525898714	0.00014458018374095745	8233.0	15159.0	8231.8037109375	15159.6357421875	0.171875	2.481591105977476e-05	1	2.1962890625	0.0003171078634854173	1	362328.0272194665	0
2	8.720414947563588	0.001259083879232398	8233.0	15159.0	8216.5107421875	15152.7001953125	16.4892578125	0.0023807764672971413	1	16.4892578125	0.0023807764672971413	1	714935.1793039021	1
1	129.176579511666	0.018650964411155935	8233.0	15159.0	8035.8291015625	15216.787109375	190.876953125	0.02755947922682645	1	289.1708984375	0.04175150136261912	1	825452.3500016534	0
0	994.6723555996473	0.14361425867739638	8233.0	15159.0	11696.890625	11696.890625	3463.890625	0.5001285915391279	1	994.6723555996473	0.14361425867739638	3628800	3435.887350914903	1
