Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0019198118610146604	1.5755534353833897e-07	7504.0	19689.0	7503.99755859375	19688.998046875	0.0022786458333333335	1.8700417179592397e-07	12	0.00244140625	2.0036161263848994e-07	2	27639.548218694887	2
8	0.0019198118610146604	1.5755534353833897e-07	7504.0	19689.0	7503.99755859375	19688.998046875	0.0022786458333333335	1.8700417179592397e-07	12	0.00244140625	2.0036161263848994e-07	2	27639.548218694887	2
7	0.0019198306990258487	1.5755688953843648e-07	7504.0	19689.0	7503.99755859375	19688.998046875	0.0022786458333333335	1.8700417179592397e-07	12	0.00244140625	2.0036161263848994e-07	2	27636.763826333776	2
6	0.0019158683924868415	1.57231710503639e-07	7504.0	19689.0	7503.9970703125	19688.998046875	0.0022379557291666665	1.8366481158528243e-07	12	0.0029296875	2.4043393516618794e-07	1	27480.82583223104	1
5	0.001890261076535287	1.551301663139341e-07	7504.0	19689.0	7503.9970703125	19688.998046875	0.0026448567708333335	2.1705841369169745e-07	12	0.0029296875	2.4043393516618794e-07	1	27013.5680335097	1
4	0.001831072449053406	1.5027266713610225e-07	7504.0	19689.0	7503.9970703125	19688.998046875	0.0026448567708333335	2.1705841369169745e-07	12	0.0029296875	2.4043393516618794e-07	1	26121.967198247356	1
3	0.24459171342261044	2.0073181241084155e-05	7504.0	19689.0	7503.9345703125	19688.7109375	0.062459309895833336	5.125917923334701e-06	12	0.0654296875	5.36969121871153e-06	1	264277.82554673724	1
2	8.421624327563736	0.000691146846743023	7504.0	19689.0	7434.3427734375	19690.0703125	32.607421875	0.0026760296983996718	12	69.6572265625	0.00571663738715634	2	781972.5172561178	2
1	166.46877033280737	0.013661778443398224	7504.0	19689.0	7675.0400390625	19029.54296875	315.7452392578125	0.025912617091326424	12	171.0400390625	0.01403693385822733	1	923089.4646299052	1
0	1604.136967003232	0.1316484995488906	7504.0	19689.0	13034.6904296875	13034.6904296875	5530.6904296875	0.4538933467121461	12	1604.136967003232	0.1316484995488906	3628800	5248.7122522597	12
