Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0020672522650824654	1.6140320620568905e-07	6094.0	18902.0	6093.99853515625	18902.0	0.0022786458333333335	1.779080132209036e-07	3	0.00146484375	1.1436943707058089e-07	1	28291.548734843473	1
8	0.0020672522650824654	1.6140320620568905e-07	6094.0	18902.0	6093.99853515625	18902.0	0.0022786458333333335	1.779080132209036e-07	3	0.00146484375	1.1436943707058089e-07	1	28291.548734843473	1
7	0.0020671128637996723	1.6139232228292258e-07	6094.0	18902.0	6093.99853515625	18902.0	0.0022786458333333335	1.779080132209036e-07	3	0.00146484375	1.1436943707058089e-07	1	28283.514568727955	1
6	0.002063212049911472	1.6108776154836603e-07	6094.0	18902.0	6093.99853515625	18902.0	0.0022786458333333335	1.779080132209036e-07	3	0.00146484375	1.1436943707058089e-07	1	28121.49956652337	1
5	0.002040879453090553	1.5934411719944982e-07	6094.0	18902.0	6093.99853515625	18902.0	0.0022786458333333335	1.779080132209036e-07	3	0.00146484375	1.1436943707058089e-07	1	27357.30110752866	1
4	0.0019850528723768875	1.549853897858282e-07	6094.0	18902.0	6094.0	18902.0	0.0009765625	7.624629138038725e-08	3	0.0	0.0	1	26028.436493606703	1
3	0.0019041670272800237	1.4867013017489255e-07	6094.0	18902.0	6094.0	18902.0	0.0009765625	7.624629138038725e-08	3	0.0	0.0	1	23385.17275352734	1
2	1.683467054282967	0.0001314387144193447	6094.0	18902.0	6035.62890625	18902.734375	30.497233072916668	0.002381108141233344	3	58.37109375	0.004557393328388507	1	381543.5159223435	1
1	208.10597295313707	0.016248124059426692	6094.0	18902.0	6166.419921875	18801.51171875	521.9659830729166	0.04075312172649256	3	122.580078125	0.00957058698664897	1	962651.3097481261	0
0	1874.4974131869092	0.1463536393806144	6094.0	18902.0	12380.478515625	12380.478515625	6286.478515625	0.4908243688027014	3	1874.4974131869092	0.1463536393806144	3628800	6126.476980820105	3
