Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.0003336961937959863	7.382659154778457e-08	134.0	4654.0	133.99932861328125	4654.0009765625	0.00021880013602120535	4.840710973920472e-08	1344	0.00067138671875	1.4853688467920354e-07	6	1268.9452066798942	6
8	0.0003336961937959863	7.382659154778457e-08	134.0	4654.0	133.99932861328125	4654.0009765625	0.00021880013602120535	4.840710973920472e-08	1344	0.00067138671875	1.4853688467920354e-07	6	1268.9452066798942	6
7	0.0003336961937959863	7.382659154778457e-08	134.0	4654.0	133.99932861328125	4654.0009765625	0.00021880013602120535	4.840710973920472e-08	1344	0.00067138671875	1.4853688467920354e-07	6	1268.9452066798942	6
6	0.0003337035608039331	7.382822141679936e-08	134.0	4654.0	133.99932861328125	4654.0009765625	0.00021566663469587053	4.771385723359967e-08	1344	0.00067138671875	1.4853688467920354e-07	6	1277.6100595238095	6
5	0.0003333956097799634	7.376009065928394e-08	134.0	4654.0	133.99920654296875	4654.0009765625	0.0002227510724748884	4.9281210724532836e-08	1344	0.00079345703125	1.7554359098451327e-07	6	1280.3469841269841	6
4	10.710580182201648	0.0023695973854428423	134.0	4654.0	105.40076446533203	4661.71240234375	17.724001475742885	0.003921239264544886	1344	52.59923553466797	0.011636999012094683	6	63636.190456349206	0
3	28.86106642928073	0.006385191687893967	134.0	4654.0	47.488731384277344	4665.99169921875	64.69868918827602	0.014313869289441597	1344	110.51126861572266	0.024449395711443066	6	230953.4432556217	0
2	64.44804771820704	0.014258417636771468	134.0	4654.0	-6.649330139160156	4674.63720703125	73.83628695351737	0.01633546171537995	1344	164.64933013916016	0.036426842951141625	6	244760.4769642857	0
1	194.3611238857817	0.04300024864729683	134.0	4654.0	-148.79270935058594	4296.24658203125	651.3424990517752	0.14410232279906532	1344	314.79270935058594	0.06964440472358097	6	249159.9788938492	0
0	716.6608092010337	0.1585532763719101	134.0	4654.0	1941.513427734375	1941.513427734375	1807.513427734375	0.399892351268667	1344	716.6608092010337	0.1585532763719101	3628800	1544.207533068783	1344
