Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.00010987053893020334	1.3025977286542124e-07	324.74066162109375	1168.213134765625	324.74072265625	1168.2132568359375	6.103515625e-05	7.236176018924512e-08	1	6.103515625e-05	7.236176018924512e-08	1	34.826010802469135	1
8	0.0006870724831098392	8.145760134008562e-07	324.74066162109375	1168.213134765625	324.74005126953125	1168.2139892578125	0.0006103515625	7.236176018924512e-07	1	0.0006103515625	7.236176018924512e-07	1	14.067482914462081	1
7	0.3743494333707887	0.00044381935901993875	324.74066162109375	1168.213134765625	324.3197326660156	1166.31640625	0.420928955078125	0.000499042879145129	1	0.420928955078125	0.000499042879145129	1	351.9500708223104	1
6	2.5214858756241973	0.002989410816040746	324.74066162109375	1168.213134765625	321.7080993652344	1082.5533447265625	3.032562255859375	0.0035953302358827386	1	3.032562255859375	0.0035953302358827386	1	2343.001158785273	1
5	5.591595874984849	0.006629256720889052	324.74066162109375	1168.213134765625	321.1624755859375	825.5374755859375	0.0015869140625	1.8814057649203733e-06	1	12.452484130859375	0.014763354856450075	1	5182.688972111993	0
4	8.365546765369503	0.009917983766734164	324.74066162109375	1168.213134765625	314.25726318359375	707.1241455078125	10.4833984375	0.012428855930104742	1	10.4833984375	0.012428855930104742	1	7738.056775518077	1
3	11.573053648543317	0.013720723992955451	324.74066162109375	1168.213134765625	322.9516296386719	676.8868408203125	23.677001953125	0.028070863459652727	1	21.183746337890625	0.025114921736802156	1	10750.560061452821	0
2	15.272483712840543	0.018106676083469834	324.74066162109375	1168.213134765625	330.7401428222656	673.5044555664062	61.456329345703125	0.072861092515431	1	13.38995361328125	0.015874795312076785	1	14716.786935350528	0
1	28.65214932505626	0.03396927419787121	324.74066162109375	1168.213134765625	414.49957275390625	618.4508666992188	173.97610473632812	0.20626173410654894	1	22.27874755859375	0.02641312789547731	1	43895.324115685624	0
0	36.705579684777234	0.043517220532339966	324.74066162109375	1168.213134765625	509.0411376953125	509.0411376953125	184.30047607421875	0.2185020514704806	1	36.705579684777234	0.043517220532339966	3628800	112198.56396660053	1
