Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	8.021880289444427e-05	1.3344295161933177e-07	346.72052001953125	947.8673095703125	346.7205810546875	947.867431640625	6.103515625e-05	1.0153120102358428e-07	1	6.103515625e-05	1.0153120102358428e-07	1	68.97803957231041	1
8	0.00011760535063566986	1.9563499514821528e-07	346.72052001953125	947.8673095703125	346.7206726074219	947.8674926757812	0.000152587890625	2.538280025589607e-07	1	0.000152587890625	2.538280025589607e-07	1	60.00150490520282	1
7	0.3852403552780286	0.0006408423989924749	346.72052001953125	947.8673095703125	346.1971435546875	946.283935546875	0.52337646484375	0.0008706300487772351	1	0.52337646484375	0.0008706300487772351	1	361.57001267636684	1
6	2.8226124098103305	0.004695379607422834	346.72052001953125	947.8673095703125	344.74072265625	902.8685913085938	1.45660400390625	0.0024230421124278386	1	5.30572509765625	0.008826005773779158	1	2609.413817239859	0
5	6.459380818111345	0.01074509729516007	346.72052001953125	947.8673095703125	336.9938659667969	778.6160888671875	9.726654052734375	0.016180164491919925	1	9.726654052734375	0.016180164491919925	1	5965.118781415344	1
4	9.743773153337012	0.01620864189660633	346.72052001953125	947.8673095703125	322.7379455566406	745.9517211914062	23.982574462890625	0.03989470558379748	1	23.982574462890625	0.03989470558379748	1	9016.887733686068	1
3	13.365707574033653	0.022233683435874774	346.72052001953125	947.8673095703125	356.9585266113281	744.5499267578125	11.80859375	0.019643444524434898	1	16.61279296875	0.027635168419403264	1	12784.06164710097	0
2	16.872650316631983	0.02806743779079954	346.72052001953125	947.8673095703125	360.4718933105469	717.6078491210938	42.164642333984375	0.07014034271271812	1	55.376434326171875	0.09211798954868522	1	16746.126895943562	0
1	32.70455320330524	0.05440360555595843	346.72052001953125	947.8673095703125	476.1820068359375	624.6952514648438	185.37640380859375	0.30837127446723733	1	63.78741455078125	0.10610954747134076	1	62517.41515101411	0
0	35.77424924487159	0.05951000562153661	346.72052001953125	947.8673095703125	546.173583984375	546.173583984375	199.45306396484375	0.3317876184217086	1	35.77424924487159	0.05951000562153661	3628800	111396.7525071649	1
