Max order	MAE	Normalized MAE	F1 Min	F1 Max	F2 Min	F2 Max	MAE-GO Orig	Normalized MAE-GO Orig	GO Orig	MAE-GO Trunc	Normalized MAE-GO Trunc	GO Trunc	Ranking MAE	Preserved GO
9	0.00010393274734470159	1.6950784378572756e-07	370.88983154296875	984.0339965820312	370.88995361328125	984.0341796875	0.0001220703125	1.990890839582891e-07	1	0.0001220703125	1.990890839582891e-07	1	71.60796764770723	1
8	0.00594936176582619	9.703038845704646e-06	370.88983154296875	984.0339965820312	370.8840026855469	984.0281982421875	0.005828857421875	9.506503759008305e-06	1	0.005828857421875	9.506503759008305e-06	1	79.27635774911816	1
7	0.47524808533818214	0.0007751000552481545	370.88983154296875	984.0339965820312	371.8045654296875	982.690673828125	0.91473388671875	0.0014918740506414394	1	0.91473388671875	0.0014918740506414394	1	440.4426744378307	1
6	3.3240487708153967	0.0054213167088788625	370.88983154296875	984.0339965820312	367.6160583496094	930.7440185546875	3.273773193359375	0.005339320370406366	1	3.273773193359375	0.005339320370406366	1	3071.8237869268078	1
5	7.502154127748344	0.012235546566715928	370.88983154296875	984.0339965820312	359.51361083984375	797.2201538085938	8.75897216796875	0.014285338585801098	1	20.6982421875	0.0337575450759675	1	6917.524122850529	0
4	11.299268776928937	0.018428404287056117	370.88983154296875	984.0339965820312	352.225341796875	762.1728515625	13.356842041015625	0.021784178249903027	1	27.98651123046875	0.045644258378239135	1	10446.809992008377	0
3	15.07784208861188	0.024591022239657784	370.88983154296875	984.0339965820312	368.95166015625	758.3860473632812	80.96243286132812	0.1320446901731025	1	12.3074951171875	0.020072758711926583	1	14415.779639825838	0
2	18.91847098981262	0.030854848997402717	370.88983154296875	984.0339965820312	391.9488220214844	738.110107421875	102.46798706054688	0.16711891090582814	1	17.37982177734375	0.02834540787310339	1	19565.996318617727	0
1	31.766065867506427	0.05180847681143217	370.88983154296875	984.0339965820312	478.3420715332031	637.9287719726562	164.773193359375	0.2687348254867457	1	5.78643798828125	0.0094373203023328	1	57273.84427772267	0
0	35.52531094653686	0.05793957161926168	370.88983154296875	984.0339965820312	553.912353515625	553.912353515625	183.02252197265625	0.298498344904884	1	35.52531094653686	0.05793957161926168	3628800	106729.65847194665	1
